AMOUNT,VENDOR_ID,DATE,TIME,VENDOR_NAME
24.46,6682160,4/24/2018,30:58.1,M. D. B. Tea & Snacks
13.18,6682160,4/24/2018,23:52.9,M. D. B. Tea & Snacks
57.02,6682162,4/24/2018,30:41.5,MDB Tea & Snacks
39.54,6682160,4/24/2018,59:53.8,M. D. B. Tea & Snacks
25.27,6682160,4/25/2018,03:04.8,M. D. B. Tea & Snacks
51.64,6682162,4/25/2018,16:58.1,MDB Tea & Snacks
30.58,6702160,4/25/2018,20:37.2,Jogeshwari Juice Centre
74.23,6952160,4/25/2018,21:13.7,Pune Special
25.27,6682160,4/25/2018,27:26.6,M. D. B. Tea & Snacks
25.27,6682160,4/26/2018,11:07.4,M. D. B. Tea & Snacks
57.02,6682162,4/26/2018,46:42.4,MDB Tea & Snacks
9.79,6682160,4/26/2018,16:51.2,M. D. B. Tea & Snacks
25.27,6682160,4/27/2018,23:58.4,M. D. B. Tea & Snacks
54.77,6682162,4/27/2018,22:22.1,MDB Tea & Snacks
25.27,6682160,5/2/2018,23:27.4,M. D. B. Tea & Snacks
24.47,6672160,5/3/2018,02:39.0,Joshi Snacks Centre
25.27,6682160,5/3/2018,09:27.3,M. D. B. Tea & Snacks
65.88,6702160,5/3/2018,47:19.2,Jogeshwari Juice Centre
36.28,6682162,5/3/2018,00:33.1,MDB Tea & Snacks
25.27,6682160,5/4/2018,42:27.4,M. D. B. Tea & Snacks
74.23,6952160,5/4/2018,33:39.3,Pune Special
9.79,6682160,5/4/2018,20:39.3,M. D. B. Tea & Snacks
24.47,6682160,5/7/2018,21:04.7,M. D. B. Tea & Snacks
51.38,6692160,5/7/2018,13:15.6,Quality Sandwich
65.79,6682162,5/7/2018,04:12.5,MDB Tea & Snacks
24.47,6672160,5/8/2018,00:41.8,Joshi Snacks Centre
48.24,6682160,5/8/2018,07:38.9,M. D. B. Tea & Snacks
85.63,6722160,5/8/2018,24:26.2,Amar Paratha
13.18,6682162,5/8/2018,47:47.8,MDB Tea & Snacks
13.18,6682162,5/8/2018,58:10.4,MDB Tea & Snacks
9.79,6682160,5/8/2018,11:44.1,M. D. B. Tea & Snacks
25.27,6682160,5/11/2018,45:53.3,M. D. B. Tea & Snacks
24.46,6682160,5/14/2018,09:32.0,M. D. B. Tea & Snacks
24.47,6672160,5/14/2018,52:17.7,Joshi Snacks Centre
67.67,6682160,5/14/2018,40:52.6,M. D. B. Tea & Snacks
32.94,6682162,5/14/2018,20:57.4,MDB Tea & Snacks
50.54,6682160,5/15/2018,13:32.6,M. D. B. Tea & Snacks
33,7352161,5/15/2018,09:12.4,Sai Samarth
38.45,6682160,5/15/2018,59:30.3,M. D. B. Tea & Snacks
25.27,6682160,5/16/2018,30:48.4,M. D. B. Tea & Snacks
27.84,7352161,5/16/2018,19:06.8,Sai Samarth
60,7352161,5/16/2018,26:37.0,Sai Samarth
24.46,6692160,5/17/2018,15:26.2,Quality Sandwich
49.46,6682162,5/16/2018,00:14.6,MDB Tea & Snacks
24.47,6672160,5/18/2018,08:22.3,Joshi Snacks Centre
50.54,6682160,5/18/2018,14:24.7,M. D. B. Tea & Snacks
55.58,6682160,5/18/2018,58:21.9,M. D. B. Tea & Snacks
25.27,6682160,5/18/2018,43:17.9,M. D. B. Tea & Snacks
33,7352161,5/18/2018,48:43.5,Sai Samarth
48.93,6692160,5/21/2018,13:52.7,Quality Sandwich
40,6772160,5/21/2018,16:32.6,SwamiRaj Icecream & Snacks
32.94,6702160,5/21/2018,29:41.4,Jogeshwari Juice Centre
9.79,6682160,5/21/2018,22:43.2,M. D. B. Tea & Snacks
65.88,6702160,5/22/2018,28:58.3,Jogeshwari Juice Centre
16.7,7352161,5/23/2018,26:57.2,Sai Samarth
81.12,6682160,5/24/2018,36:45.8,M. D. B. Tea & Snacks
50.54,6682160,5/25/2018,43:34.0,M. D. B. Tea & Snacks
24.46,6692160,5/25/2018,33:29.5,Quality Sandwich
39.76,6672160,5/25/2018,35:46.9,Joshi Snacks Centre
65.88,6702160,5/29/2018,44:28.9,Jogeshwari Juice Centre
38.45,6682160,5/30/2018,38:31.4,M. D. B. Tea & Snacks
60,7352161,5/31/2018,02:00.2,Sai Samarth
15,6772160,5/31/2018,18:49.8,SwamiRaj Icecream & Snacks
13.18,6682160,5/31/2018,43:34.4,M. D. B. Tea & Snacks
36.69,6682162,5/31/2018,24:34.4,MDB Tea & Snacks
13.18,6682160,6/1/2018,11:54.7,M. D. B. Tea & Snacks
85.63,6722160,6/4/2018,29:01.3,Amar Paratha
15,6772160,6/4/2018,48:59.5,SwamiRaj Icecream & Snacks
25.27,6682160,6/4/2018,41:49.6,M. D. B. Tea & Snacks
15.29,6672160,6/4/2018,40:18.8,Joshi Snacks Centre
13.18,6682160,6/4/2018,52:52.0,M. D. B. Tea & Snacks
32.94,6702160,6/5/2018,51:13.7,Jogeshwari Juice Centre
19.58,6682162,6/5/2018,46:03.3,MDB Tea & Snacks
57.02,6682162,6/6/2018,51:36.2,MDB Tea & Snacks
32.94,6702160,6/6/2018,15:20.2,Jogeshwari Juice Centre
45.26,6702160,6/6/2018,25:13.7,Jogeshwari Juice Centre
25.27,6682160,6/6/2018,38:53.7,M. D. B. Tea & Snacks
20,6772160,6/6/2018,42:15.5,SwamiRaj Icecream & Snacks
9.79,6682160,6/7/2018,23:49.1,M. D. B. Tea & Snacks
20,6702160,6/7/2018,25:08.2,Jogeshwari Juice Centre
25.27,6682162,6/7/2018,53:09.3,MDB Tea & Snacks
133.4,7352161,6/8/2018,23:39.1,Sai Samarth
38.45,6682160,6/8/2018,55:44.0,M. D. B. Tea & Snacks
13.18,6682160,6/11/2018,40:33.8,M. D. B. Tea & Snacks
15,6772160,6/11/2018,48:55.0,SwamiRaj Icecream & Snacks
26.36,6682160,6/12/2018,09:07.2,M. D. B. Tea & Snacks
27,6772160,6/12/2018,10:50.0,SwamiRaj Icecream & Snacks
60,7352161,6/12/2018,34:26.6,Sai Samarth
12.23,7352161,6/12/2018,34:33.6,Sai Samarth
25.27,6682160,6/12/2018,16:45.9,M. D. B. Tea & Snacks
50.54,6682162,6/12/2018,06:35.2,MDB Tea & Snacks
74.23,6952160,6/13/2018,03:19.0,Pune Special
20,6772160,6/13/2018,18:47.8,SwamiRaj Icecream & Snacks
50,6772160,6/13/2018,19:13.8,SwamiRaj Icecream & Snacks
50.54,6682160,6/13/2018,11:17.1,M. D. B. Tea & Snacks
19.58,6682160,6/14/2018,13:35.3,M. D. B. Tea & Snacks
48.24,6682160,6/14/2018,21:43.4,M. D. B. Tea & Snacks
25.27,6682162,6/14/2018,19:08.9,MDB Tea & Snacks
38.45,6682160,6/18/2018,28:50.4,M. D. B. Tea & Snacks
24.47,6672160,6/18/2018,22:46.7,Joshi Snacks Centre
22.97,6682160,6/18/2018,03:52.2,M. D. B. Tea & Snacks
5,6772160,6/18/2018,06:14.4,SwamiRaj Icecream & Snacks
40,6772160,6/18/2018,14:13.3,SwamiRaj Icecream & Snacks
9.79,6672160,6/18/2018,15:38.6,Joshi Snacks Centre
25.27,6682162,6/19/2018,36:17.7,MDB Tea & Snacks
24.47,6672160,6/19/2018,18:59.9,Joshi Snacks Centre
9.79,6672160,6/19/2018,42:31.0,Joshi Snacks Centre
13.18,6672160,6/19/2018,52:31.4,Joshi Snacks Centre
12.23,6682160,6/19/2018,40:44.2,M. D. B. Tea & Snacks
73.4,7352161,6/20/2018,32:11.5,Sai Samarth
30,6772160,6/20/2018,48:56.3,SwamiRaj Icecream & Snacks
26.36,6682160,6/20/2018,40:02.9,M. D. B. Tea & Snacks
19.58,6682162,6/21/2018,25:00.1,MDB Tea & Snacks
9.79,6672160,6/21/2018,44:15.0,Joshi Snacks Centre
26.36,6682160,6/22/2018,09:21.5,M. D. B. Tea & Snacks
24.47,6672160,6/25/2018,26:27.9,Joshi Snacks Centre
25.27,6682160,6/25/2018,35:05.6,M. D. B. Tea & Snacks
25.27,6682162,6/26/2018,36:29.1,MDB Tea & Snacks
73.4,7352161,6/26/2018,49:47.1,Sai Samarth
48.33,6672160,6/26/2018,15:39.2,Joshi Snacks Centre
13.46,6672160,6/26/2018,19:48.9,Joshi Snacks Centre
13.18,6682160,6/26/2018,08:59.4,M. D. B. Tea & Snacks
13.18,6682160,6/26/2018,10:32.6,M. D. B. Tea & Snacks
12.23,6682160,6/27/2018,05:25.4,M. D. B. Tea & Snacks
9.79,6682160,6/27/2018,19:53.5,M. D. B. Tea & Snacks
73.4,7352161,6/27/2018,47:24.7,Sai Samarth
25,6772160,6/27/2018,09:58.4,SwamiRaj Icecream & Snacks
20,6772160,6/27/2018,54:18.3,SwamiRaj Icecream & Snacks
9.79,6682160,6/27/2018,54:36.4,M. D. B. Tea & Snacks
48.93,6692160,6/27/2018,44:22.3,Quality Sandwich
9.79,6682160,6/27/2018,55:54.5,M. D. B. Tea & Snacks
13.18,6682160,6/27/2018,37:43.2,M. D. B. Tea & Snacks
24.46,6692160,6/28/2018,23:49.6,Quality Sandwich
37.65,6672160,6/28/2018,07:56.9,Joshi Snacks Centre
38.45,6682160,6/28/2018,29:23.2,M. D. B. Tea & Snacks
25.27,6682160,6/29/2018,03:08.6,M. D. B. Tea & Snacks
24.47,6672160,6/29/2018,54:20.4,Joshi Snacks Centre
40,6772160,7/2/2018,50:21.2,SwamiRaj Icecream & Snacks
60,7352161,7/2/2018,33:23.3,Sai Samarth
13.18,6682160,7/2/2018,31:44.6,M. D. B. Tea & Snacks
9.79,6682160,7/2/2018,45:52.9,M. D. B. Tea & Snacks
25.27,6682160,7/3/2018,39:00.5,M. D. B. Tea & Snacks
24.47,6672160,7/3/2018,31:00.9,Joshi Snacks Centre
30.58,6702160,7/2/2018,38:09.0,Jogeshwari Juice Centre
9.79,6672160,7/2/2018,34:24.7,Joshi Snacks Centre
13.46,6672160,7/2/2018,28:29.9,Joshi Snacks Centre
85.63,6722160,7/3/2018,40:21.6,Amar Paratha
25,6772160,7/3/2018,56:24.6,SwamiRaj Icecream & Snacks
19.58,6672160,7/3/2018,30:58.3,Joshi Snacks Centre
13.18,6682160,7/3/2018,53:02.7,M. D. B. Tea & Snacks
13.18,6682160,7/4/2018,31:40.9,M. D. B. Tea & Snacks
43.76,6682160,7/5/2018,35:23.7,M. D. B. Tea & Snacks
211.68,6672160,7/5/2018,36:30.7,Joshi Snacks Centre
48.95,6672160,7/5/2018,36:54.9,Joshi Snacks Centre
9.79,6672160,7/5/2018,47:02.0,Joshi Snacks Centre
60,6952160,7/6/2018,47:48.1,Pune Special
73.4,7352161,7/6/2018,50:37.6,Sai Samarth
19.58,6682160,7/6/2018,12:43.8,M. D. B. Tea & Snacks
13.18,6682160,7/6/2018,18:35.6,M. D. B. Tea & Snacks
24.47,6672160,7/9/2018,20:49.6,Joshi Snacks Centre
40,6952160,7/9/2018,10:47.3,Pune Special
32.94,6702160,7/9/2018,29:05.4,Jogeshwari Juice Centre
13.18,6682162,7/9/2018,00:54.5,MDB Tea & Snacks
13.18,6682160,7/10/2018,34:17.5,M. D. B. Tea & Snacks
40,6952160,7/10/2018,19:09.7,Pune Special
56.94,6682160,7/10/2018,02:36.8,M. D. B. Tea & Snacks
43.76,6682160,7/10/2018,37:07.5,M. D. B. Tea & Snacks
40,6772160,7/11/2018,16:08.9,SwamiRaj Icecream & Snacks
15,6772160,7/11/2018,00:34.7,SwamiRaj Icecream & Snacks
40,6772160,7/11/2018,11:25.8,SwamiRaj Icecream & Snacks
26.36,6682160,7/11/2018,53:04.2,M. D. B. Tea & Snacks
13.18,6682160,7/12/2018,43:59.2,M. D. B. Tea & Snacks
25,6772160,7/12/2018,31:18.7,SwamiRaj Icecream & Snacks
5,6772160,7/12/2018,24:00.3,SwamiRaj Icecream & Snacks
42.4,6682160,7/12/2018,25:02.8,M. D. B. Tea & Snacks
13.18,6682160,7/13/2018,16:10.5,M. D. B. Tea & Snacks
27.84,7352161,7/16/2018,35:53.3,Sai Samarth
60,7352161,7/16/2018,21:51.8,Sai Samarth
25,6772160,7/16/2018,42:14.6,SwamiRaj Icecream & Snacks
13.18,6682160,7/16/2018,14:39.1,M. D. B. Tea & Snacks
13.18,6682160,7/16/2018,15:00.7,M. D. B. Tea & Snacks
53,6762160,6/20/2017,53:48.8,BK Caters
28,6702160,6/20/2017,10:09.5,Jogeshwari Juice Centre
23,6682160,6/19/2017,56:41.9,M. D. B. Tea & Snacks
53,6762160,6/19/2017,55:43.8,BK Caters
5,6772160,6/19/2017,24:43.2,SwamiRaj Icecream & Snacks
12,6682160,6/19/2017,20:56.6,M. D. B. Tea & Snacks
47,6692160,6/19/2017,20:48.3,Quality Sandwich
24,6682160,6/16/2017,30:29.4,M. D. B. Tea & Snacks
12,6682160,6/16/2017,42:28.1,M. D. B. Tea & Snacks
29,6712161,6/16/2017,28:50.8,Om Sai Snacks & Juice
70,6742161,6/16/2017,27:45.9,Yogi Hospitality
12,6682160,6/16/2017,56:20.0,M. D. B. Tea & Snacks
12,6682160,6/16/2017,36:25.7,M. D. B. Tea & Snacks
12,6682160,6/15/2017,17:12.9,M. D. B. Tea & Snacks
59,6732162,6/15/2017,54:37.0,AJ Snacks
12,6682160,6/15/2017,39:56.7,M. D. B. Tea & Snacks
23,6822160,6/15/2017,30:45.1,Sai Snacks Centre
12,6682160,6/14/2017,37:37.1,M. D. B. Tea & Snacks
34,6692160,6/14/2017,37:00.2,Quality Sandwich
35,6682160,6/14/2017,04:35.1,M. D. B. Tea & Snacks
70,6742161,6/14/2017,23:16.1,Yogi Hospitality
23,6682160,6/14/2017,16:52.3,M. D. B. Tea & Snacks
47,6692160,6/14/2017,01:35.4,Quality Sandwich
23,6822160,6/14/2017,58:46.3,Sai Snacks Centre
8,6682160,6/13/2017,36:23.2,M. D. B. Tea & Snacks
23,6682160,6/13/2017,46:51.2,M. D. B. Tea & Snacks
53,6762160,6/13/2017,00:31.8,BK Caters
12,6682160,6/13/2017,43:24.6,M. D. B. Tea & Snacks
35,6682162,6/12/2017,13:34.1,MDB Tea & Snacks
47,6692160,6/12/2017,58:43.7,Quality Sandwich
23,6682160,6/12/2017,22:39.7,M. D. B. Tea & Snacks
70,6762162,6/12/2017,34:21.6,BK Caters
50,6702160,6/12/2017,44:11.8,Jogeshwari Juice Centre
12,6672160,6/9/2017,19:48.6,Joshi Snacks Centre
12,6682160,6/9/2017,14:40.4,M. D. B. Tea & Snacks
70,6762160,6/9/2017,58:46.7,BK Caters
23,6682160,6/9/2017,20:41.7,M. D. B. Tea & Snacks
11,6672160,6/9/2017,09:04.1,Joshi Snacks Centre
23,6672160,6/8/2017,56:44.2,Joshi Snacks Centre
24,6682160,6/8/2017,11:59.4,M. D. B. Tea & Snacks
70,6762160,6/8/2017,43:46.8,BK Caters
22,6692160,6/8/2017,43:43.3,Quality Sandwich
23,6682160,6/8/2017,43:30.4,M. D. B. Tea & Snacks
24,6682160,6/7/2017,12:28.8,M. D. B. Tea & Snacks
12,6682160,6/7/2017,40:10.8,M. D. B. Tea & Snacks
25,6772160,6/7/2017,39:17.4,SwamiRaj Icecream & Snacks
70,6742160,6/7/2017,37:21.8,Yogi Hospitality
12,6682160,6/5/2017,35:15.7,M. D. B. Tea & Snacks
23,6682160,6/5/2017,35:46.2,M. D. B. Tea & Snacks
53,6762160,6/5/2017,21:33.4,BK Caters
23,6682160,6/5/2017,42:42.0,M. D. B. Tea & Snacks
18,6672160,6/2/2017,58:37.6,Joshi Snacks Centre
12,6672160,6/2/2017,55:54.4,Joshi Snacks Centre
70,6762160,6/2/2017,40:12.2,BK Caters
8,6672160,6/2/2017,10:04.4,Joshi Snacks Centre
17,6672160,6/2/2017,09:45.0,Joshi Snacks Centre
23,6682160,6/2/2017,07:27.8,M. D. B. Tea & Snacks
12,6682162,6/1/2017,22:00.9,MDB Tea & Snacks
59,6732162,6/1/2017,15:21.1,AJ Snacks
28,6702160,6/1/2017,53:41.5,Jogeshwari Juice Centre
70,6762160,6/1/2017,29:06.4,BK Caters
28,6702160,6/1/2017,07:53.9,Jogeshwari Juice Centre
23,6822160,6/1/2017,04:00.5,Sai Snacks Centre
47,6692160,5/31/2017,26:53.9,Quality Sandwich
24,6682160,5/31/2017,00:21.0,M. D. B. Tea & Snacks
8,6682160,5/31/2017,15:08.5,M. D. B. Tea & Snacks
70,6742160,5/31/2017,00:44.4,Yogi Hospitality
23,6682160,5/31/2017,51:13.8,M. D. B. Tea & Snacks
35,6712161,5/31/2017,38:43.2,Om Sai Snacks & Juice
46,6712161,5/31/2017,38:11.9,Om Sai Snacks & Juice
22,6692160,5/30/2017,22:06.5,Quality Sandwich
23,6682160,5/30/2017,17:23.8,M. D. B. Tea & Snacks
12,6682160,5/30/2017,00:17.9,M. D. B. Tea & Snacks
16,6682160,5/30/2017,00:45.1,M. D. B. Tea & Snacks
53,6762160,5/30/2017,07:41.3,BK Caters
12,6682160,5/29/2017,15:50.4,M. D. B. Tea & Snacks
59,6732162,5/29/2017,33:50.3,AJ Snacks
50,6702160,5/29/2017,55:03.5,Jogeshwari Juice Centre
23,6682160,5/29/2017,52:50.0,M. D. B. Tea & Snacks
69,6692160,5/29/2017,52:35.4,Quality Sandwich
70,6742160,5/26/2017,59:33.6,Yogi Hospitality
29,6682160,5/26/2017,15:45.2,M. D. B. Tea & Snacks
12,6682160,5/26/2017,13:23.9,M. D. B. Tea & Snacks
12,6682160,5/25/2017,26:57.5,M. D. B. Tea & Snacks
22,6802160,5/25/2017,16:27.5,SS Hospitality
16,6682160,5/25/2017,08:10.7,M. D. B. Tea & Snacks
53,6762162,5/25/2017,26:04.2,BK Caters
12,6682160,5/25/2017,21:56.5,M. D. B. Tea & Snacks
23,6802160,5/25/2017,04:31.7,SS Hospitality
34,6802160,5/25/2017,04:24.8,SS Hospitality
22,6702160,5/24/2017,10:33.3,Jogeshwari Juice Centre
23,6682160,5/24/2017,59:08.3,M. D. B. Tea & Snacks
20,6682162,5/23/2017,07:57.2,MDB Tea & Snacks
47,6732162,5/23/2017,07:03.8,AJ Snacks
53,6762160,5/23/2017,09:54.9,BK Caters
53,6762160,5/23/2017,05:30.6,BK Caters
53,6762160,5/23/2017,05:22.6,BK Caters
22,6702160,5/23/2017,57:35.4,Jogeshwari Juice Centre
23,6822160,5/23/2017,49:15.1,Sai Snacks Centre
24,6682160,5/22/2017,29:40.7,M. D. B. Tea & Snacks
53,6762160,5/22/2017,57:41.6,BK Caters
29,6682160,5/22/2017,42:42.3,M. D. B. Tea & Snacks
29,6682160,5/18/2017,16:33.3,M. D. B. Tea & Snacks
28,6702160,5/18/2017,49:21.2,Jogeshwari Juice Centre
23,6822160,5/18/2017,34:04.4,Sai Snacks Centre
12,6682160,5/17/2017,01:00.0,M. D. B. Tea & Snacks
22,6692160,5/17/2017,57:10.9,Quality Sandwich
12,6682160,5/17/2017,28:00.9,M. D. B. Tea & Snacks
58,6722160,5/17/2017,50:07.5,Amar Paratha
12,6682160,5/17/2017,00:09.5,M. D. B. Tea & Snacks
26,6692160,5/17/2017,51:14.2,Quality Sandwich
12,6682160,5/16/2017,49:03.9,M. D. B. Tea & Snacks
53,6762160,5/16/2017,22:32.7,BK Caters
50,6702160,5/16/2017,07:03.6,Jogeshwari Juice Centre
62,6692160,5/15/2017,40:43.9,Quality Sandwich
44,6702161,5/15/2017,25:59.2,Jogeshwari Juice Centre
46,6682160,5/15/2017,50:24.6,M. D. B. Tea & Snacks
14,6822160,5/15/2017,35:30.4,Sai Snacks Centre
22,6802160,5/12/2017,10:28.7,SS Hospitality
12,6682160,5/12/2017,51:53.3,M. D. B. Tea & Snacks
11,6702160,5/12/2017,19:36.1,Jogeshwari Juice Centre
11,6702160,5/12/2017,17:52.8,Jogeshwari Juice Centre
70,6742160,5/12/2017,54:07.7,Yogi Hospitality
22,6692160,5/12/2017,39:27.9,Quality Sandwich
23,6682160,5/12/2017,39:03.2,M. D. B. Tea & Snacks
8,6682160,5/11/2017,09:17.6,M. D. B. Tea & Snacks
20,6682160,5/11/2017,19:01.3,M. D. B. Tea & Snacks
59,6762160,5/11/2017,14:22.8,BK Caters
12,6682160,5/11/2017,14:39.2,M. D. B. Tea & Snacks
23,6682160,5/11/2017,43:16.7,M. D. B. Tea & Snacks
47,6692160,5/11/2017,41:04.5,Quality Sandwich
20,6672160,5/10/2017,35:01.3,Joshi Snacks Centre
20,6672160,5/10/2017,33:50.8,Joshi Snacks Centre
46,6682160,5/10/2017,04:41.9,M. D. B. Tea & Snacks
70,6762160,5/10/2017,23:30.5,BK Caters
28,6702160,5/10/2017,45:17.3,Jogeshwari Juice Centre
28,6702160,5/9/2017,59:51.9,Jogeshwari Juice Centre
29,6692160,5/9/2017,59:17.8,Quality Sandwich
12,6682160,5/9/2017,42:17.2,M. D. B. Tea & Snacks
12,6682160,5/9/2017,34:09.8,M. D. B. Tea & Snacks
46,6722160,5/9/2017,50:27.0,Amar Paratha
12,6682160,5/9/2017,52:23.3,M. D. B. Tea & Snacks
14,6822160,5/9/2017,40:45.6,Sai Snacks Centre
12,6682160,5/8/2017,57:20.3,M. D. B. Tea & Snacks
22,6692160,5/8/2017,52:14.3,Quality Sandwich
53,6762160,5/8/2017,41:19.6,BK Caters
22,6692160,5/8/2017,36:59.1,Quality Sandwich
28,6702160,5/8/2017,33:42.4,Jogeshwari Juice Centre
47,6692160,5/5/2017,07:09.4,Quality Sandwich
12,6682160,5/5/2017,03:49.8,M. D. B. Tea & Snacks
53,6742160,5/5/2017,29:07.9,Yogi Hospitality
56,6702161,5/5/2017,25:24.8,Jogeshwari Juice Centre
36,6802160,5/5/2017,43:53.7,SS Hospitality
28,6702160,5/3/2017,32:13.2,Jogeshwari Juice Centre
70,6762160,5/3/2017,02:28.4,BK Caters
28,6702160,5/3/2017,34:49.0,Jogeshwari Juice Centre
47,6692160,5/3/2017,33:24.9,Quality Sandwich
53,6762160,5/2/2017,09:10.8,BK Caters
23,6822160,5/2/2017,19:47.5,Sai Snacks Centre
44,6692160,5/2/2017,05:58.6,Quality Sandwich
23,6682160,5/2/2017,05:11.3,M. D. B. Tea & Snacks
28,6702160,4/28/2017,44:10.3,Jogeshwari Juice Centre
70,6762160,4/28/2017,26:44.6,BK Caters
94,6692160,4/28/2017,17:04.9,Quality Sandwich
34,6802160,5/1/2017,17:58.0,SS Hospitality
59,6732162,4/27/2017,50:04.7,AJ Snacks
44,6822160,4/27/2017,29:01.5,Sai Snacks Centre
12,6682160,4/26/2017,14:37.5,M. D. B. Tea & Snacks
22,6692160,4/26/2017,13:30.4,Quality Sandwich
34,6802160,4/29/2017,39:38.4,SS Hospitality
37,6802160,4/29/2017,35:57.7,SS Hospitality
69,6692160,4/25/2017,56:08.3,Quality Sandwich
20,6772160,4/25/2017,52:11.5,SwamiRaj Icecream & Snacks
53,6762160,4/25/2017,51:22.6,BK Caters
12,6682160,4/25/2017,27:15.6,M. D. B. Tea & Snacks
22,6692160,4/25/2017,25:50.1,Quality Sandwich
35,6682160,4/24/2017,04:50.5,M. D. B. Tea & Snacks
23,6682160,4/24/2017,18:23.6,M. D. B. Tea & Snacks
70,6762160,4/24/2017,04:53.6,BK Caters
12,6682160,4/24/2017,30:00.9,M. D. B. Tea & Snacks
83,6692160,4/24/2017,29:42.0,Quality Sandwich
12,6682160,4/21/2017,51:13.3,M. D. B. Tea & Snacks
70,6762160,4/21/2017,02:44.6,BK Caters
90,6772160,4/21/2017,29:42.9,SwamiRaj Icecream & Snacks
47,6692160,4/21/2017,45:11.2,Quality Sandwich
12,6682160,4/21/2017,43:39.2,M. D. B. Tea & Snacks
47,6692160,4/20/2017,11:05.9,Quality Sandwich
23,6682160,4/20/2017,09:51.7,M. D. B. Tea & Snacks
28,6702160,4/20/2017,52:00.9,Jogeshwari Juice Centre
70,6762160,4/20/2017,55:01.4,BK Caters
28,6702160,4/20/2017,21:41.5,Jogeshwari Juice Centre
83,6692160,4/20/2017,20:12.3,Quality Sandwich
23,6672160,4/19/2017,37:34.4,Joshi Snacks Centre
28,6702160,4/19/2017,51:19.2,Jogeshwari Juice Centre
23,6722160,4/19/2017,57:51.4,Amar Paratha
42,6772160,4/18/2017,24:49.4,SwamiRaj Icecream & Snacks
12,6682160,4/18/2017,17:35.6,M. D. B. Tea & Snacks
53,6762160,4/18/2017,33:18.4,BK Caters
28,6702160,4/18/2017,33:23.6,Jogeshwari Juice Centre
55,6802160,4/21/2017,21:14.6,SS Hospitality
106,6762160,4/17/2017,41:28.5,BK Caters
106,6762160,4/17/2017,39:38.2,BK Caters
23,6822160,4/17/2017,43:51.7,Sai Snacks Centre
25,6672160,4/17/2017,44:01.7,Joshi Snacks Centre
12,6682160,4/14/2017,08:35.5,M. D. B. Tea & Snacks
46.8,6802160,4/16/2017,17:32.6,SS Hospitality
29.25,6682160,4/13/2017,13:40.8,M. D. B. Tea & Snacks
52.65,6762160,4/13/2017,23:43.8,BK Caters
23.4,6822160,4/13/2017,37:42.1,Sai Snacks Centre
27.5,6702160,4/13/2017,36:22.2,Jogeshwari Juice Centre
23.4,6822160,4/13/2017,33:37.5,Sai Snacks Centre
76.05,6692160,4/11/2017,46:38.2,Quality Sandwich
11.7,6682160,4/11/2017,35:05.4,M. D. B. Tea & Snacks
27.5,6702160,4/11/2017,34:55.6,Jogeshwari Juice Centre
52.65,6762160,4/11/2017,40:59.2,BK Caters
33,6702160,4/11/2017,20:50.5,Jogeshwari Juice Centre
23.4,6822160,4/11/2017,18:20.4,Sai Snacks Centre
46.8,6692160,4/10/2017,37:05.4,Quality Sandwich
